#Jahr	Monat	Tag	Stunde	T_Mid	p_Mid	cor_p_Mid	Ns	I_Mid	L_Mid	v_Mid	R_Mid	N	NNO	NO	ONO	O	OSO	SO	SSO	S	SSW	SW	WSW	W	WNW	NW	NNW	
2023     01      26     11  -0.7    995.5    1023.2    0.0    0.0    88.2    0.8    190.5    27  42  37  51  40  37  32  17  111 163 55  38  26  29  16  0   
2023     01      26     12  -0.4    995.2    1022.9    0.0    0.0    88.3    1.1    204.9    31  47  21  48  38  40  15  18  75  146 33  30  68  78  32  0   
2023     01      26     13  -0.2    994.8    1022.5    0.0    0.0    88.5    0.9    213.0    40  49  22  27  38  28  16  24  89  60  58  53  78  96  43  0   
2023     01      26     14  0.1    994.6    1022.3    0.0    0.0    88.6    1.4    201.3    59  62  25  28  27  26  34  44  112 33  26  28  42  79  96  0   
2023     01      26     15  0.4    994.7    1022.4    0.0    0.0    88.8    0.7    204.6    46  52  38  27  36  47  28  22  70  57  56  61  65  69  47  0   
2023     01      26     16  0.7    995.0    1022.7    0.0    0.0    89.0    1.9    251.0    4   2   1   0   3   2   10  9   121 241 21  37  121 133 16  0   
2023     01      26     17  1.1    995.0    1022.7    0.0    0.0    89.2    0.7    264.0    5   11  14  9   1   4   0   6   2   92  137 111 178 130 20  0   
2023     01      26     18  1.4    995.0    1022.7    0.0    0.0    89.3    0.4    203.6    11  19  14  50  26  92  42  29  21  133 146 47  56  25  10  0   
2023     01      26     19  1.7    994.9    1022.6    0.2    0.2    89.4    0.8    177.1    34  44  70  110 84  28  13  9   56  41  54  45  41  67  25  0   
2023     01      26     20  2.3    994.8    1022.5    0.0    0.0    89.4    0.9    230.8    42  59  36  42  24  11  3   9   23  16  33  93  154 120 56  0   
2023     01      26     21  2.5    994.6    1022.3    0.0    0.0    89.5    1.4    293.4    23  16  2   6   5   5   1   1   1   3   9   50  186 313 99  0   
2023     01      26     22  2.9    994.4    1022.1    0.0    0.0    89.5    1.1    203.4    128 128 41  32  14  13  6   1   3   15  14  23  57  115 131 0   
2023     01      26     23  3.1    994.3    1021.9    0.0    0.0    89.3    1.2    151.8    121 202 49  61  40  17  10  7   3   7   9   26  30  54  85  0   
2023     01      27     00  3.0    994.0    1021.6    0.0    0.0    88.8    1.5    113.7    146 259 89  81  30  13  0   2   1   0   1   7   17  26  48  0   
2023     01      27     01  3.0    994.0    1021.6    0.0    0.0    85.6    1.9    72.1    88  353 158 73  19  6   1   0   0   0   0   0   0   4   19  0   
2023     01      27     02  2.9    994.2    1021.8    0.0    0.0    82.0    2.5    66.3    7   244 292 133 36  5   1   0   0   0   0   0   1   0   2   0   
2023     01      27     03  2.6    994.3    1022.0    0.0    0.0    81.7    2.1    70.2    1   206 282 190 32  5   2   0   0   0   0   1   0   1   1   0   
2023     01      27     04  2.5    994.4    1022.0    0.0    0.0    82.5    3.1    73.1    4   146 279 237 46  5   2   0   0   1   0   0   0   1   0   0   
2023     01      27     05  2.2    994.8    1022.5    0.0    0.0    82.4    4.4    81.7    0   68  246 309 82  11  3   0   0   0   0   0   0   0   1   0   
2023     01      27     06  1.7    995.2    1022.9    0.0    0.0    81.6    3.7    73.4    4   181 287 184 48  10  4   0   0   0   0   0   0   1   2   0   
2023     01      27     07  1.9    995.4    1023.1    0.0    0.0    82.8    3.1    72.6    0   171 298 191 48  12  1   0   0   0   0   0   0   0   0   0   
2023     01      27     08  2.0    995.8    1023.5    0.0    0.0    84.0    3.4    75.2    3   143 290 193 70  19  1   1   0   0   0   0   0   0   1   0   
2023     01      27     09  2.0    996.0    1023.7    0.0    0.0    85.0    2.8    71.7    2   191 284 182 50  8   3   0   0   0   0   0   1   0   0   0   
2023     01      27     10  2.3    996.2    1023.9    0.0    0.0    84.6    3.0    74.8    2   143 294 221 45  10  2   0   1   0   0   0   0   0   2   0   
2023     01      27     11  2.6    996.5    1024.2    0.0    0.0    83.6    3.3    73.5    1   175 272 201 47  17  3   1   1   1   0   0   1   0   1   0   
2023     01      27     12  2.9    996.3    1024.0    0.0    0.0    83.3    3.0    77.3    0   134 254 252 56  16  5   0   1   0   0   0   1   0   2   0   
2023     01      27     13  3.3    996.0    1023.7    0.0    0.0    82.4    3.0    74.3    1   150 276 222 53  17  0   0   0   0   0   0   1   1   0   0   
2023     01      27     14  3.4    995.9    1023.6    0.0    0.0    81.6    3.5    70.0    0   180 322 172 32  13  1   0   0   0   0   0   0   0   0   0   
2023     01      27     15  3.4    996.2    1023.9    0.0    0.0    81.5    3.9    74.4    1   144 304 193 55  19  5   0   0   0   0   0   0   0   0   0   
2023     01      27     16  3.2    996.7    1024.4    0.0    0.0    80.5    3.7    71.8    1   151 331 191 40  7   0   0   0   0   0   0   0   0   0   0   
2023     01      27     17  3.3    997.2    1024.9    0.0    0.0    76.9    3.3    72.6    1   145 337 195 32  5   3   0   1   0   0   0   1   0   1   0   
2023     01      27     18  3.1    997.6    1025.3    0.0    0.0    77.7    3.2    73.0    0   165 301 188 54  10  1   0   0   0   0   1   1   0   0   0   
2023     01      27     19  2.9    998.0    1025.8    0.0    0.0    79.4    2.8    73.8    1   154 284 202 68  6   3   0   0   1   0   0   0   0   1   0   
2023     01      27     20  2.6    998.2    1026.0    0.0    0.0    81.9    2.0    70.4    5   216 283 170 32  8   1   1   0   0   0   0   2   1   2   0   
2023     01      27     21  2.4    998.5    1026.3    0.0    0.0    83.2    2.2    69.8    21  213 259 165 45  11  2   0   0   1   0   1   0   2   1   0   
2023     01      27     22  2.3    998.6    1026.4    0.0    0.0    81.5    2.9    71.5    2   188 270 201 44  12  3   0   1   0   0   0   0   0   0   0   
2023     01      27     23  2.2    998.5    1026.3    0.0    0.0    81.2    3.3    74.1    2   148 290 222 46  9   1   0   0   0   0   0   0   2   0   0   
2023     01      28     00  1.9    998.6    1026.4    0.0    0.0    79.4    3.3    72.1    0   170 301 188 48  10  4   0   0   0   0   0   0   0   0   0   
2023     01      28     01  1.9    998.6    1026.4    0.0    0.0    78.1    2.8    76.0    0   128 300 239 37  11  2   0   0   0   1   0   0   1   2   0   
2023     01      28     02  1.7    998.6    1026.4    0.0    0.0    78.1    2.6    81.7    1   74  258 284 78  18  5   0   0   0   0   0   0   1   1   0   
2023     01      28     03  1.6    998.8    1026.6    0.0    0.0    78.9    2.2    80.5    3   102 238 285 69  19  1   0   1   0   0   0   1   1   1   0   
2023     01      28     04  1.5    999.0    1026.8    0.0    0.0    80.7    2.7    75.2    0   126 293 230 56  15  0   1   0   0   0   0   0   0   0   0   
2023     01      28     05  1.2    999.3    1027.1    0.0    0.0    80.2    3.0    80.1    0   86  249 298 75  10  2   0   0   0   0   0   0   1   0   0   
2023     01      28     06  0.8    999.5    1027.3    0.0    0.0    78.8    2.4    75.3    1   166 277 189 66  12  6   0   0   1   0   0   0   1   2   0   
2023     01      28     07  0.6    999.9    1027.7    0.0    0.0    77.6    2.1    72.0    3   176 280 219 28  8   3   1   0   0   0   0   0   0   2   0   
2023     01      28     08  0.4    1000.0    1027.8    0.0    0.0    76.3    1.8    76.1    2   129 241 273 63  10  3   0   0   0   0   0   0   0   0   0   
2023     01      28     09  0.2    1000.5    1028.3    0.0    0.0    71.2    1.7    81.2    43  220 249 133 36  11  1   0   0   1   0   2   2   5   18  0   
2023     01      28     10  0.1    1001.1    1028.9    0.0    0.0    69.4    1.9    78.1    28  203 254 171 35  4   1   3   0   1   5   1   1   3   11  0   
2023     01      28     11  0.1    1001.4    1029.2    0.0    0.0    69.2    2.2    80.1    8   168 218 246 55  8   1   0   1   2   3   2   1   3   4   0   
2023     01      28     12  0.1    1001.4    1029.2    0.0    0.0    66.8    1.9    89.9    32  199 220 165 38  6   3   1   12  2   1   1   4   15  22  0   
2023     01      28     13  0.1    1001.1    1028.9    0.0    0.0    66.3    2.6    86.6    1   66  200 301 118 22  10  0   1   0   0   1   0   0   1   0   
2023     01      28     14  0.3    1000.4    1028.2    0.0    0.0    65.7    2.3    96.9    2   35  167 254 184 47  11  7   7   0   0   0   2   3   2   0   
2023     01      28     15  0.4    1000.7    1028.5    0.0    0.0    65.1    1.1    135.2    63  132 156 121 57  17  10  4   2   3   2   11  19  62  62  0   
2023     01      28     16  0.2    1000.4    1028.2    0.0    0.0    66.1    0.9    116.4    13  76  108 180 191 59  20  10  3   0   0   6   14  27  13  0   
2023     01      28     17  -0.2    1000.9    1028.7    0.0    0.0    69.0    0.9    159.9    154 164 91  37  32  8   3   2   0   5   8   26  54  62  75  0   
2023     01      28     18  -0.6    1001.6    1029.5    0.0    0.0    71.5    1.1    91.2    21  207 218 162 40  11  2   0   1   1   1   2   7   18  30  0   
2023     01      28     19  -0.7    1001.7    1029.6    0.0    0.0    71.2    0.4    244.0    66  35  24  21  37  24  6   3   7   24  78  78  101 118 99  0   
2023     01      28     20  -1.1    1002.1    1030.0    0.0    0.0    73.1    0.6    100.5    2   57  151 193 139 125 18  1   32  0   0   0   1   0   2   0   
2023     01      28     21  -1.5    1002.0    1029.9    0.0    0.0    75.5    0.4    120.4    1   19  69  164 227 157 24  6   0   0   0   52  0   0   1   0   
2023     01      28     22  -2.0    1001.7    1029.6    0.0    0.0    78.1    0.1    163.9    28  43  171 110 27  18  10  15  0   47  69  74  65  37  7   0   
2023     01      28     23  -2.2    1001.5    1029.3    0.0    0.0    78.7    0.3    177.6    16  44  145 76  18  2   13  0   67  124 100 49  32  25  10  0   
2023     01      29     00  -2.3    1001.7    1029.6    0.0    0.0    78.5    0.7    209.6    14  36  35  35  15  2   9   6   43  266 170 37  23  12  17  0   
2023     01      29     01  -2.5    1001.2    1029.0    0.0    0.0    78.9    0.6    211.0    16  34  29  33  31  25  13  13  49  165 175 54  26  40  18  0   
2023     01      29     02  -2.7    1000.9    1028.7    0.0    0.0    79.2    0.7    199.0    11  28  17  58  50  24  30  25  34  157 194 39  24  15  15  0   
2023     01      29     03  -2.9    1000.8    1028.6    0.0    0.0    79.8    0.8    207.6    9   24  25  48  22  13  6   7   46  278 186 19  23  7   8   0   
2023     01      29     04  -3.1    1001.1    1028.9    0.0    0.0    80.2    0.8    212.5    21  50  16  19  26  8   9   4   36  242 183 41  29  25  11  0   
2023     01      29     05  -3.3    1000.7    1028.5    0.0    0.0    80.3    0.9    218.4    16  22  11  18  17  7   4   11  46  278 226 36  13  13  3   0   
2023     01      29     06  -3.4    1000.4    1028.2    0.0    0.0    79.3    1.1    226.0    9   13  12  10  7   7   5   3   52  299 250 28  10  6   10  0   
2023     01      29     07  -2.8    1000.4    1028.2    0.0    0.0    78.2    1.1    197.3    31  39  29  38  42  32  14  21  59  193 113 47  18  29  16  0   
2023     01      29     08  -2.3    1000.6    1028.4    0.0    0.0    77.3    2.5    216.4    19  15  10  4   4   13  10  9   122 401 59  17  11  18  9   0   
2023     01      29     09  -1.8    1000.6    1028.4    0.0    0.0    75.9    1.7    207.0    19  22  17  33  21  34  29  16  83  259 99  24  20  28  16  0   
2023     01      29     10  -1.5    1000.4    1028.2    0.0    0.0    75.3    1.3    208.0    27  48  28  44  23  17  8   8   43  186 148 47  32  33  29  0   
2023     01      29     11  -0.8    999.9    1027.7    0.0    0.0    74.7    1.7    191.9    31  53  41  56  23  34  16  14  58  180 113 39  20  28  15  0   
2023     01      29     12  0.0    999.4    1027.2    0.0    0.0    73.4    1.6    196.3    18  27  35  41  46  29  12  12  88  260 86  25  14  17  11  0   
2023     01      29     13  0.9    998.2    1025.9    0.0    0.0    71.7    1.5    201.6    19  40  31  40  25  30  28  13  56  182 138 42  26  34  16  0   
2023     01      29     14  1.3    997.0    1024.7    0.0    0.0    70.8    1.9    196.3    24  44  35  42  49  28  7   7   45  199 124 40  29  36  12  0   
2023     01      29     15  1.3    996.8    1024.5    0.0    0.0    70.8    2.6    199.4    20  36  23  34  31  20  14  9   103 282 63  33  13  25  15  0   
2023     01      29     16  1.0    996.8    1024.5    0.0    0.0    72.8    3.2    204.9    26  39  14  14  16  29  12  7   97  335 63  16  15  26  12  0   
2023     01      29     17  0.9    996.3    1024.0    0.0    0.0    73.3    2.4    191.5    38  41  31  37  55  29  19  12  93  196 83  13  12  37  25  0   
2023     01      29     18  0.9    995.9    1023.6    0.0    0.0    73.5    2.6    200.0    39  54  25  27  36  15  19  8   71  201 107 43  23  27  25  0   
2023     01      29     19  1.1    995.4    1023.1    0.0    0.0    74.0    3.1    195.9    30  41  32  35  41  21  11  10  64  275 82  23  15  26  15  0   
2023     01      29     20  1.2    994.7    1022.4    0.0    0.0    76.2    3.7    210.2    25  25  13  11  15  15  13  10  115 340 61  18  12  34  14  0   
2023     01      29     21  1.4    993.7    1021.3    0.0    0.0    79.2    4.3    208.9    29  36  14  12  10  12  7   11  103 361 53  12  12  38  11  0   
2023     01      29     22  1.8    993.0    1020.6    0.0    0.0    81.3    4.9    211.7    24  37  15  5   14  17  7   2   112 355 61  7   14  35  16  0   
2023     01      29     23  1.9    993.1    1020.7    0.0    0.0    82.6    4.9    208.7    36  29  15  19  16  9   12  6   115 324 57  18  11  32  21  0   
2023     01      30     00  2.1    992.1    1019.7    0.0    0.0    83.8    5.5    203.1    29  39  12  12  20  18  8   11  112 356 37  12  11  30  14  0   
2023     01      30     01  2.4    991.2    1018.8    0.0    0.0    83.5    5.9    207.2    20  37  17  24  10  10  10  5   93  372 51  14  9   31  17  0   
2023     01      30     02  2.4    990.9    1018.5    0.0    0.0    84.5    4.8    206.4    22  37  15  22  22  19  13  12  98  312 68  18  16  27  20  0   
2023     01      30     03  2.7    990.6    1018.2    0.0    0.0    85.2    5.0    207.3    38  29  13  13  20  12  19  11  132 301 57  11  13  33  19  0   
2023     01      30     04  2.8    989.6    1017.1    0.0    0.0    85.8    4.9    201.3    31  38  24  10  21  14  19  7   123 334 41  12  17  16  14  0   
2023     01      30     05  3.1    989.1    1016.6    0.1    0.1    85.8    5.5    207.5    22  29  11  13  12  14  17  6   138 334 60  11  10  29  15  0   
2023     01      30     06  3.5    989.1    1016.6    0.6    0.5    86.7    4.3    204.6    21  28  17  35  27  22  15  11  95  310 51  18  15  39  16  0   
2023     01      30     07  4.3    989.2    1016.7    0.1    0.1    87.4    4.1    198.8    32  36  16  24  32  25  11  10  134 293 51  6   16  22  13  0   
2023     01      30     08  5.1    989.5    1017.0    0.1    0.1    87.1    4.3    185.0    34  58  18  22  63  47  34  23  176 137 22  11  16  35  25  0   
2023     01      30     09  5.5    989.9    1017.4    0.0    0.0    85.4    3.6    183.1    41  55  14  29  49  63  25  26  144 159 27  11  19  39  20  0   
2023     01      30     10  6.2    990.4    1017.9    0.0    0.0    78.0    3.3    206.3    44  50  21  32  23  35  20  16  102 110 62  56  63  55  32  0   
2023     01      30     11  6.7    990.7    1018.2    0.0    0.0    72.4    3.4    197.9    51  54  17  37  30  38  16  23  100 103 70  41  52  60  28  0   
2023     01      30     12  6.4    990.9    1018.5    0.0    0.0    69.9    3.1    204.1    48  62  26  36  40  33  17  9   60  83  69  59  84  57  38  0   
2023     01      30     13  6.1    991.0    1018.6    0.0    0.0    68.7    3.0    221.0    41  46  17  23  23  27  15  11  59  87  81  97  104 68  22  0   
2023     01      30     14  6.1    991.4    1019.0    0.0    0.0    68.4    2.6    246.5    31  23  10  10  13  8   11  8   65  74  77  139 128 78  46  0   
2023     01      30     15  6.2    992.2    1019.8    0.0    0.0    64.5    3.1    258.5    20  17  7   6   6   6   5   5   37  56  99  140 178 120 18  0   
2023     01      30     16  6.0    993.3    1020.9    0.0    0.0    64.0    3.0    266.9    13  11  8   1   1   5   1   3   29  57  78  153 217 124 20  0   
2023     01      30     17  5.7    994.1    1021.7    0.0    0.0    65.6    2.3    236.8    23  40  10  12  18  9   10  19  63  83  95  103 127 78  31  0   
2023     01      30     18  5.6    995.0    1022.7    0.0    0.0    66.4    2.1    247.2    26  24  12  12  9   10  8   9   50  85  115 109 119 97  36  0   
2023     01      30     19  5.1    995.6    1023.3    0.0    0.0    69.3    2.0    187.0    44  63  24  41  55  44  30  16  106 108 39  36  30  51  34  0   
2023     01      30     20  4.8    996.1    1023.8    0.0    0.0    71.4    2.2    188.7    45  63  20  42  45  53  23  18  116 103 44  27  32  55  34  0   
2023     01      30     21  4.7    996.5    1024.2    0.0    0.0    72.1    2.3    207.8    35  58  19  22  24  21  25  13  113 108 79  58  47  67  32  0   
2023     01      30     22  4.5    996.9    1024.6    0.0    0.0    72.5    1.9    198.0    35  84  27  24  40  24  22  12  100 90  58  48  56  55  46  0   
2023     01      30     23  4.1    997.3    1025.0    0.0    0.0    74.1    1.6    168.5    42  67  53  77  74  59  19  17  69  78  39  23  25  37  42  0   
2023     01      31     00  3.5    997.2    1024.9    0.0    0.0    75.5    2.1    198.6    31  45  13  35  35  35  21  12  144 206 38  17  17  43  28  0   
2023     01      31     01  3.2    997.1    1024.8    0.0    0.0    76.6    2.6    207.5    14  30  8   13  18  8   6   15  165 353 37  7   13  17  17  0   
2023     01      31     02  3.2    997.0    1024.7    0.0    0.0    77.7    2.7    207.3    21  29  10  10  13  11  21  19  159 323 45  11  13  22  14  0   
2023     01      31     03  3.5    996.7    1024.4    0.0    0.0    79.2    3.7    213.5    29  21  7   15  9   6   9   7   108 375 75  10  7   30  12  0   
2023     01      31     04  3.4    996.5    1024.2    0.0    0.0    80.4    4.1    210.3    18  25  10  9   11  14  9   11  141 371 48  13  9   26  6   0   
2023     01      31     05  3.3    996.2    1023.9    0.0    0.0    79.2    4.5    210.2    22  20  6   10  10  11  12  12  137 390 42  7   4   21  17  0   
2023     01      31     06  3.0    995.9    1023.6    0.0    0.0    78.8    4.3    213.4    20  25  12  10  12  15  9   12  107 373 59  17  8   31  11  0   
2023     01      31     07  2.9    995.5    1023.2    0.0    0.0    77.1    4.4    215.0    12  25  6   5   9   13  9   5   101 424 64  1   12  19  16  0   
2023     01      31     08  3.2    995.7    1023.4    0.0    0.0    76.1    4.3    208.8    24  19  18  14  24  21  13  12  122 329 57  15  14  26  12  0   
2023     01      31     09  3.6    995.4    1023.1    0.0    0.0    77.4    4.6    202.3    27  39  17  11  20  18  15  11  105 321 74  11  14  27  11  0   
2023     01      31     10  3.9    995.0    1022.7    0.0    0.0    78.2    5.2    209.3    20  32  14  19  23  18  9   10  88  371 42  12  13  33  17  0   
2023     01      31     11  4.3    994.5    1022.2    0.0    0.0    78.9    4.9    205.4    24  33  16  13  11  30  11  8   101 364 38  13  12  27  20  0   
2023     01      31     12  4.4    993.6    1021.2    0.0    0.0    83.3    4.6    204.7    26  34  21  35  21  20  13  10  86  312 65  18  16  28  16  0   
2023     01      31     13  4.9    993.1    1020.7    0.0    0.0    82.5    4.9    203.8    26  38  16  18  19  16  15  8   128 323 44  14  9   30  16  0   
2023     01      31     14  5.6    993.1    1020.7    0.0    0.0    81.4    5.2    205.4    37  36  8   15  8   13  6   17  128 363 32  9   7   25  17  0   
2023     01      31     15  5.4    993.1    1020.7    0.0    0.0    86.0    4.8    203.9    20  35  19  16  14  20  17  11  132 314 49  22  15  21  16  0   
2023     01      31     16  5.6    993.3    1020.9    0.0    0.0    86.4    4.7    202.9    23  20  13  38  31  27  17  7   136 284 45  14  15  35  16  0   
2023     01      31     17  5.9    993.8    1021.4    0.1    0.1    86.3    4.1    200.3    32  38  15  24  26  26  17  18  144 262 41  9   15  30  23  0   
2023     01      31     18  6.1    994.1    1021.7    0.0    0.0    86.5    3.1    184.7    31  42  24  53  58  43  11  11  132 192 31  12  26  39  16  0   
2023     01      31     19  6.4    993.7    1021.3    0.1    0.1    85.4    4.0    202.1    22  33  20  17  31  24  20  11  136 292 38  17  13  26  21  0   
2023     01      31     20  6.4    993.9    1021.5    0.0    0.0    82.8    2.5    209.4    38  54  23  20  28  32  13  13  85  134 77  69  57  51  27  0   
2023     01      31     21  6.2    994.0    1021.6    0.0    0.0    84.7    2.4    172.9    47  73  31  68  60  48  24  21  117 103 27  20  19  42  21  0   
2023     01      31     22  6.3    993.7    1021.3    0.0    0.0    84.9    2.6    185.8    39  59  34  43  56  43  20  17  113 125 40  22  31  49  29  0   
2023     01      31     23  6.2    993.1    1020.7    0.0    0.0    84.5    2.5    171.2    45  60  35  72  69  38  26  22  113 103 31  9   23  47  28  0   
2023     02      01     00  5.7    993.0    1020.6    0.0    0.0    81.8    2.8    186.8    37  42  24  47  37  21  24  11  158 217 32  10  20  27  13  0   
2023     02      01     01  5.6    993.2    1020.8    0.0    0.0    82.4    2.8    193.9    43  36  22  48  29  26  19  12  135 220 33  18  16  35  29  0   
2023     02      01     02  5.6    992.7    1020.3    0.0    0.0    80.2    3.1    200.8    25  30  25  31  24  19  14  10  149 262 42  18  17  42  13  0   
2023     02      01     03  5.7    992.6    1020.2    0.0    0.0    77.9    3.3    189.8    31  50  19  46  33  23  23  15  131 227 36  13  17  39  18  0   
2023     02      01     04  5.6    992.5    1020.1    0.0    0.0    78.5    3.4    187.9    44  49  24  37  46  37  19  18  131 184 28  15  17  43  29  0   
2023     02      01     05  5.0    992.5    1020.1    0.0    0.0    75.9    3.4    188.8    40  46  23  42  42  29  19  12  154 198 37  12  9   40  17  0   
2023     02      01     06  4.7    992.2    1019.8    0.0    0.0    76.2    4.5    189.4    23  36  39  43  29  20  8   8   126 304 28  9   12  25  11  0   
2023     02      01     07  4.4    992.3    1019.9    0.0    0.0    75.9    4.9    202.8    36  31  12  22  24  11  11  13  134 321 35  12  11  36  12  0   
2023     02      01     08  4.2    992.8    1020.4    0.0    0.0    76.3    4.5    194.3    29  37  21  37  33  21  13  9   136 294 28  11  10  29  13  0   
2023     02      01     09  4.3    993.0    1020.6    0.0    0.0    75.6    4.1    196.2    40  43  31  36  33  11  16  15  142 202 43  15  18  42  34  0   
2023     02      01     10  4.9    993.1    1020.7    0.0    0.0    74.1    4.5    195.6    34  43  21  28  30  28  21  14  150 239 30  8   17  37  20  0   
2023     02      01     11  5.6    992.8    1020.4    0.0    0.0    71.9    4.9    192.3    28  46  19  30  39  21  20  12  154 254 28  14  14  31  11  0   
2023     02      01     12  6.3    992.4    1020.0    0.0    0.0    69.9    4.2    181.8    36  46  32  66  47  51  22  11  118 171 26  16  25  32  22  0   
2023     02      01     13  6.5    992.0    1019.6    0.0    0.0    68.7    4.4    188.1    38  48  25  40  45  31  15  10  132 234 26  9   20  36  12  0   
2023     02      01     14  6.6    991.8    1019.4    0.0    0.0    68.5    4.6    200.0    21  38  20  25  32  13  20  13  145 288 30  11  14  32  18  0   
2023     02      01     15  7.0    991.9    1019.5    0.0    0.0    64.8    3.7    192.8    35  44  20  32  36  32  19  8   160 204 37  18  23  37  16  0   
2023     02      01     16  6.9    992.1    1019.7    0.1    0.1    68.0    3.3    186.2    38  38  41  59  50  20  17  10  130 187 35  10  23  40  23  0   
2023     02      01     17  5.9    992.7    1020.3    0.2    0.2    77.3    2.9    186.3    46  52  29  26  38  34  30  20  159 141 52  18  19  35  22  0   
2023     02      01     18  5.9    993.0    1020.6    0.1    0.1    78.6    3.9    196.0    22  40  18  31  29  25  14  16  168 254 35  8   14  27  20  0   
2023     02      01     19  6.0    993.3    1020.9    0.0    0.0    77.2    3.7    186.7    26  57  29  47  40  37  13  20  116 214 23  10  15  47  26  0   
2023     02      01     20  6.1    993.2    1020.8    0.0    0.0    77.9    4.3    197.6    32  40  21  22  32  26  17  8   127 291 26  13  15  31  20  0   
2023     02      01     21  6.1    993.1    1020.7    0.3    0.2    79.9    4.3    191.0    31  41  19  39  37  36  28  10  134 232 29  19  20  36  10  0   
2023     02      01     22  6.1    993.2    1020.8    0.0    0.0    80.5    3.9    182.6    47  51  26  48  41  27  17  22  148 178 30  14  20  38  14  0   
2023     02      01     23  6.2    993.6    1021.2    0.1    0.1    80.3    3.0    180.0    44  66  37  39  65  42  24  9   126 122 30  22  29  35  31  0   
2023     02      02     00  6.3    993.9    1021.5    0.0    0.0    80.2    2.9    182.8    40  60  29  51  50  47  22  20  128 134 36  16  18  45  24  0   
2023     02      02     01  6.4    994.0    1021.6    0.0    0.0    79.2    3.2    187.7    46  54  25  47  50  36  18  15  113 172 27  30  23  46  19  0   
2023     02      02     02  6.3    994.0    1021.6    0.0    0.0    79.9    3.6    198.5    42  36  27  28  32  35  13  22  141 206 38  17  19  50  15  0   
2023     02      02     03  6.3    994.0    1021.6    0.0    0.0    79.0    3.9    197.4    29  41  23  27  28  26  19  12  160 245 34  8   9   39  20  0   
2023     02      02     04  6.4    994.1    1021.7    0.0    0.0    78.8    3.6    184.8    32  42  29  67  54  26  13  12  144 187 25  15  19  37  19  0   
2023     02      02     05  6.3    994.4    1022.0    0.0    0.0    79.2    3.7    179.0    37  53  33  71  56  29  12  12  125 185 26  12  16  35  19  0   
2023     02      02     06  6.0    994.7    1022.4    0.1    0.1    81.4    3.6    191.7    35  49  26  43  38  29  17  19  147 182 40  10  29  37  20  0   
2023     02      02     07  5.9    994.8    1022.5    0.0    0.0    83.2    3.6    186.4    34  41  26  52  51  43  27  15  119 187 29  16  22  40  18  0   
2023     02      02     08  6.0    995.1    1022.8    0.0    0.0    83.3    3.8    181.2    47  55  27  43  51  37  19  15  138 161 32  16  19  43  18  0   
2023     02      02     09  6.1    995.5    1023.2    0.0    0.0    82.9    3.5    186.4    54  45  19  49  61  35  13  16  135 151 43  13  13  45  29  0   
2023     02      02     10  6.2    996.3    1024.0    0.0    0.0    83.5    3.3    182.7    51  63  35  45  53  39  13  18  144 120 32  13  30  41  24  0   
2023     02      02     11  6.5    997.1    1024.8    0.0    0.0    82.3    3.4    183.8    60  50  22  62  49  41  21  10  118 137 31  22  33  40  25  0   
2023     02      02     12  6.8    997.2    1024.9    0.0    0.0    79.8    3.4    182.6    37  42  30  54  55  42  23  11  147 156 37  9   25  32  20  0   
2023     02      02     13  7.3    996.8    1024.5    0.0    0.0    77.3    4.2    204.9    27  29  12  22  26  19  13  13  174 277 27  16  10  32  24  0   
2023     02      02     14  7.8    996.6    1024.3    0.0    0.0    74.9    3.9    197.8    35  50  19  20  25  36  13  10  132 263 32  14  11  37  24  0   
2023     02      02     15  8.1    996.6    1024.3    0.0    0.0    73.1    3.8    179.8    34  52  28  55  51  37  20  15  119 210 30  10  13  35  12  0   
2023     02      02     16  8.2    997.1    1024.8    0.0    0.0    72.2    3.7    182.1    44  45  27  59  55  35  18  13  133 176 32  10  13  36  24  0   
2023     02      02     17  8.0    997.4    1025.1    0.0    0.0    73.3    4.6    196.4    20  53  15  28  20  24  13  12  136 278 41  8   24  26  23  0   
2023     02      02     18  8.0    997.9    1025.7    0.0    0.0    75.1    4.5    196.7    26  44  29  30  25  22  10  16  158 253 35  13  13  31  16  0   
2023     02      02     19  8.0    998.3    1026.1    0.0    0.0    77.4    3.7    198.9    46  41  25  22  33  25  18  9   137 236 44  21  18  33  13  0   
2023     02      02     20  7.9    998.3    1026.1    0.0    0.0    78.4    4.1    199.2    27  32  14  26  26  20  12  15  167 268 43  15  18  23  15  0   
2023     02      02     21  7.9    998.3    1026.1    0.0    0.0    79.1    4.1    195.9    26  42  17  37  27  20  18  13  126 277 49  13  15  24  16  0   
2023     02      02     22  7.9    998.4    1026.2    0.0    0.0    79.4    4.5    195.0    34  40  15  35  40  21  12  7   170 261 26  6   16  24  14  0   
2023     02      02     23  8.0    998.6    1026.4    0.0    0.0    78.5    4.5    188.7    39  54  17  39  35  24  19  13  132 248 36  6   15  31  13  0   
2023     02      03     00  8.0    998.5    1026.3    0.0    0.0    78.4    5.2    206.2    32  21  15  24  19  17  13  18  149 293 44  9   13  35  18  0   
2023     02      03     01  8.0    997.7    1025.4    0.0    0.0    78.1    5.0    196.9    22  45  12  29  26  22  11  13  124 314 41  11  15  25  11  0   
2023     02      03     02  8.1    997.6    1025.3    0.0    0.0    77.0    4.7    194.3    34  61  20  20  34  26  12  15  126 244 34  17  12  42  24  0   
