#Jahr	Monat	Tag	Stunde	T_Mid	p_Mid	cor_p_Mid	Ns	I_Mid	L_Mid	v_Mid	R_Mid	N	NNO	NO	ONO	O	OSO	SO	SSO	S	SSW	SW	WSW	W	WNW	NW	NNW	
2023     01      08     10  8.3    974.7    1001.8    0.0    0.0    73.9    2.1    202.4    27  55  34  34  26  18  10  2   34  202 147 45  27  30  29  0   
2023     01      08     11  9.3    974.0    1001.1    0.0    0.0    70.7    2.6    203.3    28  62  29  29  29  21  10  7   40  217 127 32  21  42  27  0   
2023     01      08     12  9.3    973.6    1000.7    0.0    0.0    68.2    4.3    202.6    23  43  15  18  19  14  19  12  104 314 60  17  14  32  17  0   
2023     01      08     13  9.4    973.1    1000.2    0.0    0.0    65.2    3.4    198.3    27  48  19  29  31  17  20  6   91  262 88  14  22  29  18  0   
2023     01      08     14  9.6    972.5    999.5    0.0    0.0    63.1    3.9    209.2    22  35  19  15  18  21  12  9   87  311 80  28  17  35  12  0   
2023     01      08     15  9.2    971.7    998.7    0.0    0.0    63.9    2.9    212.3    20  45  23  24  19  12  17  4   61  231 130 34  28  46  26  0   
2023     01      08     16  8.8    971.4    998.4    0.0    0.0    64.8    2.6    201.5    30  46  30  36  26  25  4   8   53  247 119 27  18  23  29  0   
2023     01      08     17  8.5    970.9    997.9    0.0    0.0    66.9    2.4    198.6    27  48  31  43  39  20  9   7   44  220 125 37  21  31  19  0   
2023     01      08     18  8.3    970.2    997.2    0.0    0.0    68.5    2.0    202.8    24  45  35  38  36  20  10  11  45  177 163 40  24  32  21  0   
2023     01      08     19  8.1    969.6    996.6    0.0    0.0    72.5    1.8    199.8    25  58  46  39  38  20  11  3   35  159 162 46  30  24  24  0   
2023     01      08     20  8.1    968.7    995.6    0.0    0.0    73.3    2.2    193.0    19  70  35  52  38  24  6   5   28  186 157 29  13  38  21  0   
2023     01      08     21  8.3    967.9    994.8    0.0    0.0    72.6    2.1    195.0    34  63  39  43  32  38  7   2   40  184 126 34  25  35  19  0   
2023     01      08     22  8.7    967.2    994.1    0.1    0.1    70.6    2.3    200.3    31  47  31  38  37  26  12  5   39  192 136 47  17  34  29  0   
2023     01      08     23  7.8    966.7    993.6    1.0    1.0    76.4    2.8    203.1    24  60  30  44  28  19  9   4   38  202 148 36  25  28  26  0   
2023     01      09     00  6.8    966.9    993.8    0.8    0.8    79.2    3.2    205.7    28  57  26  28  16  19  11  6   48  257 123 31  17  24  29  0   
2023     01      09     01  6.6    967.4    994.3    0.0    0.0    78.6    3.8    208.6    26  28  8   21  19  23  14  9   111 346 40  10  16  37  13  0   
2023     01      09     02  6.4    967.7    994.6    0.0    0.0    79.1    4.3    211.5    14  27  10  14  10  15  12  8   106 401 50  10  7   30  7   0   
2023     01      09     03  6.3    968.1    995.0    0.0    0.0    76.7    4.5    217.4    20  25  8   9   8   16  13  14  88  380 74  10  13  27  15  0   
2023     01      09     04  5.7    968.1    995.0    0.0    0.0    76.9    3.7    206.7    25  50  14  12  15  22  12  9   105 293 82  13  12  36  21  0   
2023     01      09     05  6.0    968.3    995.2    0.0    0.0    75.5    4.1    202.8    26  34  20  26  18  20  17  8   107 307 64  5   15  31  23  0   
2023     01      09     06  6.3    968.5    995.4    0.0    0.0    75.4    4.7    204.2    19  41  22  27  19  20  9   10  98  305 70  13  10  45  13  0   
2023     01      09     07  6.5    968.7    995.6    0.0    0.0    74.1    4.6    199.5    29  54  12  21  17  18  10  7   107 320 68  11  7   30  9   0   
2023     01      09     08  6.7    968.8    995.7    0.0    0.0    73.5    5.4    209.1    21  35  15  18  13  12  12  6   83  370 74  13  13  25  11  0   
2023     01      09     09  6.7    969.4    996.4    0.0    0.0    75.0    5.6    206.5    33  38  17  19  16  13  7   11  80  357 69  7   12  25  17  0   
2023     01      09     10  6.7    970.4    997.4    0.0    0.0    75.4    5.2    206.2    21  39  18  17  14  23  15  10  88  346 48  15  14  31  22  0   
2023     01      09     11  6.8    971.2    998.2    0.1    0.1    73.7    5.2    197.2    23  43  25  29  30  19  15  6   113 307 41  7   18  31  14  0   
2023     01      09     12  6.1    971.6    998.6    0.0    0.0    76.7    5.1    205.4    17  31  16  20  18  17  11  14  128 336 44  8   13  27  20  0   
2023     01      09     13  6.3    972.1    999.1    0.0    0.0    75.9    4.3    204.3    22  37  15  16  13  18  21  10  136 315 50  12  10  27  19  0   
2023     01      09     14  6.3    972.9    1000.0    0.0    0.0    75.1    4.3    206.7    19  28  10  14  18  19  11  16  137 347 33  11  16  31  11  0   
2023     01      09     15  5.9    974.0    1001.1    0.0    0.0    76.3    4.1    207.9    26  29  12  16  19  12  8   17  140 326 46  9   14  30  17  0   
2023     01      09     16  5.8    975.2    1002.3    0.0    0.0    77.2    3.6    200.3    28  44  15  24  19  21  14  10  93  332 48  17  10  28  18  0   
2023     01      09     17  5.7    976.1    1003.3    0.0    0.0    77.7    3.4    215.5    21  26  5   15  19  16  13  4   112 348 61  13  9   36  22  0   
2023     01      09     18  6.0    977.2    1004.4    0.0    0.0    78.0    3.1    203.4    35  32  6   17  25  25  14  9   93  322 77  16  19  23  8   0   
2023     01      09     19  6.1    978.3    1005.5    0.0    0.0    77.9    3.4    201.9    23  34  22  31  30  17  16  19  124 274 48  8   20  37  18  0   
2023     01      09     20  5.7    979.6    1006.9    0.7    0.7    81.4    2.8    200.4    35  60  19  31  44  24  27  15  116 133 43  49  50  49  26  0   
2023     01      09     21  5.2    981.0    1008.3    0.2    0.2    83.3    2.1    175.8    40  73  38  69  71  48  25  21  74  84  43  33  29  49  23  0   
2023     01      09     22  5.1    982.1    1009.4    0.2    0.2    83.7    2.8    197.0    26  44  22  15  24  31  17  22  147 243 53  13  13  31  20  0   
2023     01      09     23  4.8    983.2    1010.5    0.0    0.0    82.5    2.8    209.7    24  27  14  10  5   12  10  17  169 310 64  13  11  22  13  0   
2023     01      10     00  4.5    984.3    1011.7    0.0    0.0    81.4    3.7    208.9    30  29  9   9   10  13  5   14  168 336 41  6   9   28  13  0   
2023     01      10     01  4.8    985.3    1012.7    0.0    0.0    78.9    3.7    199.6    31  29  19  26  29  26  15  13  180 245 31  8   11  35  23  0   
2023     01      10     02  4.8    986.4    1013.8    0.0    0.0    76.9    3.8    201.3    35  29  14  18  23  14  12  15  147 314 42  4   9   30  15  0   
2023     01      10     03  4.8    987.2    1014.7    0.0    0.0    76.5    3.3    204.3    30  41  14  29  13  17  11  10  132 296 47  15  14  34  18  0   
2023     01      10     04  4.3    987.8    1015.3    0.0    0.0    77.5    3.5    203.3    25  31  13  19  16  16  7   14  134 351 45  5   13  25  7   0   
2023     01      10     05  4.3    988.3    1015.8    0.0    0.0    77.9    3.9    208.6    26  31  14  11  14  15  11  11  125 364 40  2   10  33  13  0   
2023     01      10     06  3.8    988.8    1016.3    0.0    0.0    79.6    3.6    215.6    22  23  8   10  8   15  11  7   96  369 84  18  12  32  6   0   
2023     01      10     07  3.7    989.4    1016.9    0.0    0.0    80.2    4.2    211.9    19  23  7   9   11  14  10  4   104 422 51  12  9   19  7   0   
2023     01      10     08  3.6    990.0    1017.5    0.0    0.0    80.4    4.6    214.0    19  22  8   6   10  5   9   10  120 408 54  4   10  28  8   0   
2023     01      10     09  3.9    990.6    1018.1    0.0    0.0    79.5    3.7    205.5    34  31  16  19  28  20  9   13  102 321 77  5   14  22  9   0   
2023     01      10     10  4.9    990.7    1018.2    0.0    0.0    76.2    3.2    204.8    30  42  17  24  26  20  14  7   87  235 105 35  25  36  18  0   
2023     01      10     11  6.0    990.4    1017.9    0.0    0.0    71.7    3.4    203.3    33  50  16  19  27  25  15  14  87  265 72  24  24  23  27  0   
2023     01      10     12  6.7    989.7    1017.2    0.0    0.0    69.2    2.9    201.5    32  48  27  36  27  19  14  4   48  224 131 28  21  38  24  0   
2023     01      10     13  6.9    989.3    1016.8    0.0    0.0    67.6    3.1    206.5    31  52  24  29  30  20  16  5   51  196 133 43  19  41  31  0   
2023     01      10     14  6.6    988.4    1015.9    0.0    0.0    67.6    3.0    198.1    36  66  29  38  23  20  15  3   42  193 140 34  23  35  23  0   
2023     01      10     15  6.1    987.6    1015.1    0.2    0.1    72.4    3.4    200.5    29  57  32  44  29  26  12  5   41  193 120 32  20  43  38  0   
2023     01      10     16  5.7    986.1    1013.5    0.5    0.5    77.7    3.2    202.2    35  69  38  28  31  27  11  2   37  172 123 51  27  41  29  0   
2023     01      10     17  5.7    984.8    1012.2    0.1    0.1    77.7    4.0    200.2    28  62  30  33  30  30  9   1   37  207 122 30  25  49  28  0   
2023     01      10     18  6.2    984.3    1011.7    0.0    0.0    76.1    4.5    198.5    39  75  33  27  30  18  8   2   46  218 102 27  25  42  29  0   
2023     01      10     19  6.7    984.0    1011.4    0.0    0.0    74.6    4.2    201.1    36  68  28  16  26  17  6   4   50  239 112 30  20  29  39  0   
2023     01      10     20  7.1    983.6    1010.9    0.0    0.0    75.7    4.1    199.7    41  66  33  26  33  19  6   4   47  215 102 37  16  47  29  0   
2023     01      10     21  7.4    983.1    1010.4    0.0    0.0    76.8    4.3    200.4    34  51  22  33  35  25  9   4   43  259 102 26  9   42  27  0   
2023     01      10     22  7.8    982.8    1010.1    0.0    0.0    78.4    4.2    193.2    40  64  25  28  31  24  10  5   50  252 98  26  16  28  24  0   
2023     01      10     23  8.5    982.2    1009.5    0.0    0.0    77.8    4.1    201.1    32  53  27  28  25  19  14  7   58  263 93  25  15  36  25  0   
2023     01      11     00  9.1    981.6    1008.9    0.0    0.0    78.4    4.3    204.4    33  63  23  27  18  17  6   2   43  261 108 27  24  40  29  0   
2023     01      11     01  9.8    981.3    1008.6    0.0    0.0    77.1    4.3    203.0    28  53  28  23  20  21  13  6   74  267 91  13  15  38  31  0   
2023     01      11     02  10.4    981.1    1008.4    0.0    0.0    76.4    4.0    207.9    27  47  19  24  21  19  6   5   54  282 108 25  24  35  24  0   
2023     01      11     03  10.6    980.8    1008.1    0.0    0.0    78.1    3.6    198.7    35  61  25  27  27  20  8   6   82  240 86  31  12  31  30  0   
2023     01      11     04  10.7    980.5    1007.8    1.0    1.0    79.6    4.2    206.6    39  45  16  21  23  20  6   6   76  292 94  12  17  30  24  0   
2023     01      11     05  10.6    980.2    1007.5    0.4    0.3    81.9    4.5    207.7    29  47  23  12  13  24  8   5   81  298 72  17  28  38  26  0   
2023     01      11     06  10.5    980.2    1007.5    2.2    2.1    83.4    4.6    208.8    14  40  11  12  16  23  11  11  119 320 59  10  19  31  25  0   
2023     01      11     07  10.6    980.5    1007.8    1.4    1.3    82.5    5.2    209.2    24  34  8   4   14  17  10  7   89  406 46  13  10  24  14  0   
2023     01      11     08  10.2    981.5    1008.8    3.4    3.4    84.7    2.3    203.4    31  43  20  19  28  29  17  11  120 231 56  29  29  41  17  0   
2023     01      11     09  9.9    982.3    1009.6    0.1    0.1    83.1    3.7    195.1    37  41  24  34  29  22  24  11  144 221 40  22  19  33  20  0   
2023     01      11     10  9.4    983.4    1010.7    0.0    0.0    80.0    3.5    189.6    51  49  26  30  51  42  13  15  131 168 37  15  18  51  24  0   
2023     01      11     11  8.9    984.2    1011.6    0.0    0.0    76.8    3.5    183.5    34  68  29  54  46  32  21  14  124 174 29  15  19  40  21  0   
2023     01      11     12  9.1    984.3    1011.7    0.0    0.0    72.8    4.2    185.2    35  38  30  57  34  30  17  12  123 251 26  9   18  31  10  0   
2023     01      11     13  9.1    984.5    1011.9    0.0    0.0    68.9    4.4    198.3    22  37  23  29  28  22  14  12  137 282 43  11  14  30  17  0   
2023     01      11     14  9.3    984.6    1012.0    0.0    0.0    68.4    4.1    194.6    31  35  30  43  31  24  10  8   137 268 36  7   17  26  18  0   
2023     01      11     15  9.4    984.9    1012.3    0.0    0.0    66.6    4.5    197.1    28  44  22  27  24  16  15  7   130 317 35  12  2   25  17  0   
2023     01      11     16  9.1    985.2    1012.6    0.0    0.0    66.4    4.2    197.5    22  38  31  25  26  16  8   13  116 315 52  6   10  29  13  0   
2023     01      11     17  8.5    986.0    1013.4    0.0    0.0    67.6    4.7    210.6    24  28  6   13  10  13  16  7   110 382 52  11  6   22  21  0   
2023     01      11     18  8.0    986.3    1013.7    0.0    0.0    68.2    5.3    212.5    25  26  7   11  17  8   9   8   85  407 64  7   10  28  9   0   
2023     01      11     19  7.9    986.1    1013.5    0.0    0.0    69.6    4.8    206.7    36  42  14  16  12  21  19  7   92  342 52  9   10  37  12  0   
2023     01      11     20  8.1    985.7    1013.1    0.0    0.0    69.7    5.6    212.9    24  28  17  14  16  17  8   3   86  359 69  10  7   33  29  0   
2023     01      11     21  8.2    985.1    1012.5    0.0    0.0    69.0    5.7    206.0    21  35  15  14  15  24  7   5   90  370 69  12  7   29  8   0   
2023     01      11     22  8.2    984.8    1012.2    0.7    0.7    71.5    6.1    209.1    26  34  15  13  12  19  15  10  106 329 61  8   14  35  24  0   
2023     01      11     23  8.1    984.3    1011.7    0.7    0.6    73.8    6.3    211.5    29  29  8   11  16  7   12  6   111 360 60  7   16  32  17  0   
2023     01      12     00  7.8    984.3    1011.7    0.6    0.6    78.2    6.1    211.3    25  27  8   11  16  15  10  2   111 372 57  12  12  26  16  0   
2023     01      12     01  7.7    984.3    1011.7    0.2    0.2    80.3    5.9    213.7    16  31  11  13  8   13  6   2   89  404 58  11  10  30  19  0   
2023     01      12     02  8.1    983.8    1011.2    0.0    0.0    77.5    5.8    207.9    28  31  9   13  15  14  13  9   101 365 59  17  10  25  12  0   
2023     01      12     03  8.2    983.3    1010.6    0.6    0.6    78.0    5.3    207.5    24  36  7   17  26  23  20  8   86  330 64  12  10  34  24  0   
2023     01      12     04  8.1    982.5    1009.8    0.6    0.5    79.4    5.4    203.5    30  48  18  16  25  12  6   8   68  328 83  13  15  25  25  0   
2023     01      12     05  8.0    981.5    1008.8    2.0    2.0    80.8    5.3    211.3    25  38  10  15  14  25  11  10  96  294 88  20  14  34  27  0   
2023     01      12     06  8.0    980.2    1007.5    2.4    2.4    80.6    5.4    206.1    28  50  15  16  32  22  6   4   84  280 75  27  14  43  25  0   
2023     01      12     07  8.2    979.7    1006.9    4.2    4.2    80.2    7.5    214.9    26  26  7   10  15  10  6   5   87  408 49  8   11  34  19  0   
2023     01      12     08  8.5    979.8    1007.0    4.5    4.6    80.5    7.3    208.3    25  35  13  16  13  9   11  5   88  382 65  11  9   26  13  0   
2023     01      12     09  8.7    980.1    1007.4    2.7    2.7    81.5    6.8    211.7    24  42  9   3   19  11  15  6   79  361 70  7   6   38  30  0   
2023     01      12     10  9.0    980.6    1007.9    3.5    3.4    81.8    6.7    216.0    21  25  10  9   10  19  11  4   99  365 70  15  9   37  17  0   
2023     01      12     11  9.2    980.8    1008.1    1.8    1.8    82.0    6.9    207.9    25  43  14  14  15  19  9   5   73  371 58  10  16  32  17  0   
2023     01      12     12  9.4    980.7    1008.0    2.4    2.4    81.0    6.9    213.0    19  30  8   13  15  11  11  6   81  416 52  9   13  26  11  0   
2023     01      12     13  9.4    980.5    1007.8    2.7    2.7    82.3    6.2    205.7    32  38  11  19  14  19  11  9   97  352 55  5   10  33  15  0   
2023     01      12     14  9.7    979.9    1007.1    1.1    1.1    80.8    6.3    213.2    27  39  7   9   15  13  11  8   76  371 57  11  20  38  19  0   
2023     01      12     15  9.8    979.7    1007.0    0.5    0.5    80.9    6.3    217.8    26  20  13  16  9   10  10  1   74  398 65  13  7   40  19  0   
2023     01      12     16  10.0    979.5    1006.7    0.0    0.0    78.8    5.8    217.8    18  23  7   7   13  18  6   7   89  383 67  16  12  39  16  0   
2023     01      12     17  10.1    979.1    1006.3    0.0    0.0    77.8    6.2    209.4    29  35  18  16  9   9   11  8   94  374 59  8   9   29  13  0   
2023     01      12     18  10.0    978.9    1006.1    0.4    0.3    78.7    6.2    212.3    19  40  11  4   10  14  5   9   95  394 61  4   5   32  17  0   
2023     01      12     19  10.0    978.8    1006.0    0.4    0.4    78.8    6.1    214.6    23  33  10  8   7   12  4   7   94  395 65  15  10  27  11  0   
2023     01      12     20  9.7    978.4    1005.6    1.1    1.0    80.9    5.5    213.0    20  32  12  14  18  17  10  6   88  353 78  12  13  31  17  0   
2023     01      12     21  9.7    978.3    1005.5    1.0    1.0    81.1    5.9    209.0    18  38  14  11  15  17  9   11  94  359 59  17  15  25  19  0   
2023     01      12     22  9.5    978.3    1005.5    0.8    0.8    83.4    5.5    205.9    30  39  17  11  15  13  16  8   91  361 61  9   8   25  16  0   
